source,category,qid,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,feedback,tags
hlthcr,4. Healthcare Data and Privacy,Q-DAT-048,mc,Which of the following is an example of an administrative safeguard under the HIPAA Security Rule?,Installing locks on server room doors,Implementing workforce training policies on handling ePHI,Using encryption software to protect data in transit,Placing fire extinguishers near data storage equipment,,,B,Administrative safeguards include policies and procedures such as workforce training on handling ePHI.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-049,mc,Which of the following is an example of a technical safeguard under the HIPAA Security Rule?,Conducting background checks on employees,Storing backup tapes in a locked offsite location,Implementing access controls that require unique user IDs and passwords,Training staff on privacy policies,,,C,"Technical safeguards are technology-based controls such as access controls, user authentication, and encryption.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-050,mc,"Under the Breach Notification Rule, what is the maximum number of days a covered entity has to notify affected individuals after discovering a breach of unsecured PHI?",30 days,45 days,60 days,90 days,,,C,The Breach Notification Rule requires notification without unreasonable delay and no later than 60 days after discovery.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-051,mc,What triggers the requirement for a covered entity to notify prominent media outlets about a breach?,Any breach affecting at least one individual,A breach affecting 500 or more residents of a state or jurisdiction,A breach involving electronic records only,A breach that occurs at a federal government facility,,,B,Media notification is required when a breach affects 500 or more residents of a single state or jurisdiction.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-052,mc,How are breaches of unsecured PHI affecting fewer than 500 individuals reported to HHS?,They do not need to be reported to HHS,They must be reported within 60 days of discovery,They are submitted to HHS annually,They are reported to state authorities instead of HHS,,,C,Smaller breaches affecting fewer than 500 individuals are reported to HHS on an annual basis.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-053,mc,What does the abbreviation ICD stand for?,Integrated Clinical Database,International Classification of Diseases,Internal Code for Diagnoses,Insurance Claims Documentation,,,B,"ICD stands for International Classification of Diseases, the standardized system for coding diagnoses.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-054,mc,ICD codes are primarily used to represent which of the following on claims and medical records?,Provider credentials and specialties,Medical diagnoses and inpatient procedures,Insurance premium amounts,Prescription drug dosages,,,B,ICD codes are standardized codes used to represent medical diagnoses and inpatient procedures on claims and records.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-055,mc,On what date did the United States transition from ICD-9 to ICD-10?,"January 1, 2010","October 1, 2015","July 1, 2013","March 1, 2018",,,B,"The U.S. transitioned from ICD-9 to ICD-10 on October 1, 2015.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-056,mc,"Approximately how many diagnosis codes does ICD-10 contain, compared to ICD-9?","ICD-9 had 69,000; ICD-10 has 14,000","ICD-9 had 14,000; ICD-10 has 69,000","ICD-9 had 5,000; ICD-10 has 25,000","ICD-9 had 30,000; ICD-10 has 100,000",,,B,"ICD-9 had approximately 14,000 diagnosis codes; ICD-10 expanded this to approximately 69,000.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-057,mc,Which coding system is used specifically for inpatient hospital procedures?,ICD-10-CM,ICD-10-PCS,CPT,HCPCS Level II,,,B,ICD-10-PCS (Procedure Coding System) is used specifically for coding inpatient hospital procedures.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-058,mc,What does the abbreviation CM stand for in ICD-10-CM?,Comprehensive Medicine,Clinical Modification,Claims Management,Certified Medical,,,B,CM stands for Clinical Modification. ICD-10-CM codes are used by all providers to code diagnoses.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-059,mc,What is the maximum character length of an ICD-10 code?,3 characters,5 characters,7 characters,10 characters,,,C,"ICD-10 codes can be up to 7 characters long, providing detail about location, severity, and type of condition.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-060,mc,What advantage does the longer character length of ICD-10 codes provide over ICD-9?,Faster claims processing speed,"More detail about the location, severity, and type of a condition",Lower insurance premiums for patients,Fewer codes for providers to memorize,,,B,"The expanded character length of ICD-10 allows more clinical detail about location, severity, and type of condition.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-061,mc,HCPCS is a standardized coding system with how many levels?,One,Two,Three,Four,,,B,"HCPCS has two levels — Level I (CPT codes) and Level II (products, supplies, and services not included in CPT).",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-062,mc,What does HCPCS Level II cover that is not included in CPT?,Surgical procedures performed in hospitals,"Products, supplies, and services such as ambulance rides and durable medical equipment",Mental health diagnosis codes,Laboratory test result interpretations,,,B,"HCPCS Level II covers products, supplies, and services not included in CPT, such as ambulance services and durable medical equipment.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-063,mc,How many digits does a CPT code contain?,3 digits,4 digits,5 digits,7 digits,,,C,CPT codes are 5-digit numeric codes that identify medical services and procedures.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-064,mc,What organization maintains and publishes CPT codes?,Centers for Medicare and Medicaid Services (CMS),World Health Organization (WHO),American Medical Association (AMA),Department of Health and Human Services (HHS),,,C,The American Medical Association (AMA) develops and maintains CPT codes.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-065,mc,What is the format of a HCPCS Level II code?,5 numeric digits,One alphabetical letter followed by 4 numeric digits,7 alphanumeric characters,Two letters followed by 3 numeric digits,,,B,HCPCS Level II codes consist of one alphabetical letter followed by 4 numeric digits.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-066,mc,Who maintains HCPCS Level II codes?,The American Medical Association (AMA),The World Health Organization (WHO),The Centers for Medicare and Medicaid Services (CMS),The American Hospital Association (AHA),,,C,"CMS maintains HCPCS Level II codes to identify items such as ambulance services, durable medical equipment, and prosthetics.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-067,mc,Which of the following items would most likely be coded using a HCPCS Level II code?,An office visit with a primary care physician,A wheelchair provided to a patient as durable medical equipment,A diagnosis of type 2 diabetes,An outpatient knee surgery,,,B,"HCPCS Level II codes identify items like durable medical equipment, ambulance services, and prosthetics.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-068,mc,What is the primary financial benefit to patients of using an in-network provider?,The provider waives all fees for insured patients,"The provider charges pre-negotiated rates, resulting in lower out-of-pocket costs",The patient receives a tax credit for each in-network visit,The patient's deductible is automatically waived,,,B,"In-network providers have pre-negotiated rates with the insurer, which results in lower out-of-pocket costs for patients.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-069,mc,Why do patients typically pay more when using an out-of-network provider?,Out-of-network providers charge higher taxes on their services,"The provider does not have a contract with the insurer, so there are no pre-negotiated rates",Out-of-network providers use more expensive medical equipment,The patient's insurance policy is cancelled when they go out of network,,,B,"Without a contract, the provider is not bound to pre-negotiated rates, so the patient bears higher costs.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-070,mc,"What does it mean for a provider to be ""in-network""?",The provider is located within the same state as the patient,The provider has a contract with the patient's health insurer to provide services at agreed-upon rates,The provider accepts only Medicare patients,The provider works exclusively in a hospital setting,,,B,An in-network provider has a contract with the patient's health insurer to provide services at pre-negotiated rates.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-071,mc,Which of the following is typically included in an Electronic Health Record (EHR)?,A patient's credit score and financial history,"Demographics, medications, vital signs, and lab results",The provider's malpractice insurance details,The hospital's annual revenue reports,,,B,"EHRs include clinical data such as demographics, medications, vital signs, immunizations, lab results, and radiology reports.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-072,mc,How do EHRs help improve the quality of patient care?,By eliminating the need for physicians entirely,"By reducing duplication of tests, decreasing treatment delays, and improving record accuracy",By allowing patients to diagnose their own conditions,By replacing all in-person visits with telehealth sessions,,,B,"EHRs reduce test duplication, decrease delays, and improve accuracy by making information available electronically to authorized providers.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-073,mc,What is a key characteristic of certified EHR technology?,It stores data in handwritten format for authenticity,"It stores patient data in a structured format for easy retrieval, transfer, and use",It restricts data access to a single provider at a time,It requires data to be printed on paper before it can be shared,,,B,"Certified EHR technology stores data in a structured format that supports retrieval, transfer, and care decisions.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-074,mc,What type of standards does the HIPAA Privacy Rule establish?,Local hospital guidelines for visitor policies,National standards for protecting individually identifiable health information,International guidelines for pharmaceutical manufacturing,State-level regulations for medical school accreditation,,,B,The Privacy Rule establishes national standards for the protection of individually identifiable health information.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-075,mc,Which of the following is an example of a physical safeguard under the HIPAA Security Rule?,Assigning unique login credentials to each employee,Conducting annual risk assessments,Controlling physical access to facilities where ePHI is stored,Encrypting emails that contain patient data,,,C,"Physical safeguards protect the physical facilities, workstations, and devices where ePHI is stored or accessed.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-076,mc,The HIPAA Breach Notification Rule requires covered entities to notify affected individuals within what timeframe?,Immediately upon suspecting a breach,Within 24 hours of discovering a breach,Without unreasonable delay and no later than 60 days after discovery,Within one calendar year of the breach,,,C,The rule requires notification without unreasonable delay and no later than 60 days after discovering the breach.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-077,mc,How does an EHR differ from a traditional paper chart?,An EHR is a digital version of a patient's medical history maintained over time,An EHR contains less information than a paper chart,"An EHR can only be accessed by the patient, not the provider",An EHR must be printed and filed in a cabinet to be valid,,,A,"An EHR is a digital version of a patient's medical history maintained by the provider over time, unlike a paper chart.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-078,mc,Which of the following best describes the purpose of ICD codes in the healthcare system?,To calculate provider salaries based on patient volume,To provide a standardized way to classify diagnoses and inpatient procedures,To determine which patients qualify for health insurance,To rank hospitals by quality of care,,,B,ICD codes provide a standardized system for classifying medical diagnoses and inpatient procedures on claims and records.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-079,mc,Which scenario correctly applies the minimum necessary standard?,A billing clerk accesses only the diagnosis codes and procedure codes needed to process a claim,A receptionist reads a patient's full psychiatric notes to schedule an appointment,An IT technician reviews all patient records to test a new software feature,A hospital administrator shares complete patient files with a marketing agency,,,A,Accessing only the specific data elements needed for the task (billing) is a proper application of the minimum necessary standard.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-080,mc,Which of the following is a way that EHRs help reduce delays in patient treatment?,By requiring patients to carry paper copies of their records to every appointment,By making health information available electronically to authorized providers,By limiting the number of providers who can treat a patient,By replacing all diagnostic testing with automated algorithms,,,B,EHRs reduce treatment delays by making health information available electronically to authorized providers when and where it is needed.,
hlthcr,5. How It All Connects,Q-CRS-001,mc,What is the correct order of the basic healthcare claims process?,"Patient receives care, provider submits claim, payor processes payment","Payor submits claim, provider receives care, patient processes payment","Provider receives payment, patient submits claim, payor delivers care","Patient submits claim, payor delivers care, provider receives payment",,,A,The claims process flows from patient receiving care to the provider submitting a claim to the payor for processing and payment.,basic
hlthcr,5. How It All Connects,Q-CRS-002,mc,"After adjudication, which of the following is a possible outcome for a healthcare claim?",The claim is approved for payment,The claim is forwarded to the patient for self-processing,The claim is automatically resubmitted by the payor,The claim is sent to a different provider for review,,,A,"After adjudication, a claim may be approved for payment, rejected (returned for correction), or denied (service not covered or does not meet policy requirements).",basic
hlthcr,5. How It All Connects,Q-CRS-003,mc,What is the purpose of a HIPAA 270 transaction?,To submit a claim for payment,To verify a patient's insurance eligibility and benefits,To send payment from the payor to the provider,To report a HIPAA privacy violation,,,B,The HIPAA 270 transaction is an electronic eligibility inquiry that a provider sends to a health plan to verify a patient's coverage and benefits.,basic
hlthcr,5. How It All Connects,Q-CRS-004,mc,Every healthcare claim must pair which two types of codes?,A diagnosis code (ICD-10-CM) and a procedure code (CPT or HCPCS),A National Provider Identifier (NPI) and a Social Security Number,A facility code and a pharmacy code,A payor code and a clearinghouse code,,,A,Every claim must pair a diagnosis code (ICD-10-CM) explaining why care was needed with a procedure code (CPT or HCPCS) describing the service performed.,basic
hlthcr,5. How It All Connects,Q-CRS-005,mc,What is the difference between an Explanation of Benefits (EOB) and a bill?,An EOB is a summary of how the health plan processed the claim; it is not a bill,An EOB is the final bill the patient must pay to the health plan,An EOB and a bill are two names for the same document,"An EOB is sent by the provider, while a bill is sent by the payor",,,A,An EOB is a document sent by the health plan to the patient summarizing how the claim was processed. It is not a bill -- the patient should compare it to the actual bill from the provider.,basic
hlthcr,5. How It All Connects,Q-CRS-006,mc,What is an Electronic Remittance Advice (ERA)?,A document the payor sends to the patient explaining their benefits,"A HIPAA 835 transaction the payor sends to the provider detailing payment, adjustments, and denial reasons",A claim submission form the provider sends to the payor,An eligibility verification request sent before a patient visit,,,B,"The ERA (HIPAA 835 transaction) is sent by the payor to the provider after claim adjudication, detailing the payment amount, adjustments, and reasons for any denials.",basic
hlthcr,5. How It All Connects,Q-CRS-007,mc,What is the 'allowed amount' in healthcare reimbursement?,The total amount the patient must pay out of pocket,The maximum amount a health plan will pay for a covered service,The amount the provider charges before any insurance processing,The fee a clearinghouse charges to process a claim,,,B,"The allowed amount is the maximum a health plan will pay for a covered service. For in-network services, the provider generally cannot bill the patient beyond this amount.",basic
hlthcr,5. How It All Connects,Q-CRS-008,mc,What is the primary role of a healthcare clearinghouse?,To provide medical care directly to patients,"To receive transactions from providers, convert them to HIPAA-standard formats, and forward them to health plans",To issue National Provider Identifiers to new providers,To adjudicate claims and determine payment amounts,,,B,"A clearinghouse acts as an intermediary that receives claims and other transactions from providers, converts them into HIPAA-standard electronic formats, and forwards them to the appropriate health plan.",basic
hlthcr,5. How It All Connects,Q-CRS-009,mc,"What does 'TPO' stand for under HIPAA, and why is it important?","Treatment, Payment, and Operations -- covered entities may share PHI for these purposes without patient authorization","Transaction, Privacy, and Oversight -- it describes the three HIPAA rules","Testing, Processing, and Output -- it describes how claims are adjudicated","Transfer, Protection, and Organization -- it defines how clearinghouses operate",,,A,"TPO stands for Treatment, Payment, and Health Care Operations. Under HIPAA, covered entities may share protected health information for these three purposes without obtaining patient authorization.",basic
hlthcr,5. How It All Connects,Q-CRS-010,mc,Which standard format is currently adopted under HIPAA for electronic healthcare transactions?,HL7 FHIR Release 4,ASC X12 Version 5010,ICD-10-PCS Version 2024,CPT Category III codes,,,B,"ASC X12 Version 5010 is the current HIPAA-adopted standard format for electronic healthcare transactions, used by providers, payors, and clearinghouses nationwide.",basic
hlthcr,5. How It All Connects,Q-CRS-011,tf,"The National Provider Identifier (NPI) is a unique, permanent 10-digit number that carries no information about the provider's location, specialty, or type.",,,,,,,True,"The NPI is intelligence-free, meaning the number itself carries no information about the provider. It serves purely as a unique identifier.",basic
hlthcr,5. How It All Connects,Q-CRS-012,tf,HIPAA's Privacy Rule applies only to health plans and does not cover healthcare providers or clearinghouses.,,,,,,,False,"HIPAA's Privacy Rule applies to all three types of covered entities: health plans (payors), health care providers, and clearinghouses.",basic
hlthcr,5. How It All Connects,Q-CRS-013,tf,The HIPAA minimum necessary standard requires covered entities to limit PHI disclosures to the smallest amount of information needed to accomplish the intended purpose.,,,,,,,True,"The minimum necessary standard is a core HIPAA principle requiring that when PHI is used or disclosed, it must be limited to the smallest amount needed for the purpose.",basic
hlthcr,5. How It All Connects,Q-CRS-014,tf,A claim submitted without a valid ICD-10-CM diagnosis code will still be processed for payment as long as a procedure code is present.,,,,,,,False,A claim submitted without a valid ICD-10-CM diagnosis code is returned to the provider as incomplete and will not be processed for payment.,basic
hlthcr,5. How It All Connects,Q-CRS-015,tf,"Standardized transaction formats allow any provider to submit a claim to any health plan using the same data structure, enabling interoperability across the healthcare system.",,,,,,,True,"Standardized formats ensure that any provider can communicate with any health plan using the same data structure, which is the foundation of interoperability in healthcare.",basic
hlthcr,5. How It All Connects,Q-CRS-016,tf,"In the basic claims flow, the provider submits a claim to the payor after the patient receives care.",,,,,,,True,"The standard flow is patient receives care, then the provider submits a claim to the payor for reimbursement.",
hlthcr,5. How It All Connects,Q-CRS-017,tf,"Providers may submit claims to payors using any proprietary format they choose, as long as the claim data is accurate.",,,,,,,False,"HIPAA requires providers to submit claims electronically using HIPAA-standard transaction formats, not proprietary formats.",
hlthcr,5. How It All Connects,Q-CRS-018,tf,"Automated edits performed on incoming claims check for completeness, valid values, duplicate submissions, and beneficiary eligibility.",,,,,,,True,"Before adjudication, payors run automated edits that check for completeness, valid values, data consistency, duplicate submissions, and provider/beneficiary eligibility.",
hlthcr,5. How It All Connects,Q-CRS-019,tf,A rejected claim and a denied claim mean the same thing in healthcare billing.,,,,,,,False,"A rejected claim is returned to the provider for correction and can be resubmitted, while a denied claim means the service is not covered or does not meet policy requirements.",
hlthcr,5. How It All Connects,Q-CRS-020,tf,"Since January 1, 2013, HIPAA operating rules require health plans to respond to eligibility inquiries in real time.",,,,,,,True,"HIPAA operating rules effective January 1, 2013, require health plans to respond to electronic eligibility inquiries in real time, including deductible, co-pay, and coinsurance information.",
hlthcr,5. How It All Connects,Q-CRS-021,tf,"A payor will approve a claim as long as a valid procedure code is present, regardless of the diagnosis code submitted.",,,,,,,False,"Payors use the diagnosis code to determine medical necessity. If the diagnosis does not support the procedure according to coverage policy, the claim may be denied.",
hlthcr,5. How It All Connects,Q-CRS-022,tf,Patients should compare the Explanation of Benefits (EOB) they receive from their health plan to the provider's actual bill to check for accuracy.,,,,,,,True,"An EOB is a summary of how the plan processed the claim, and patients should compare it to the provider's bill to verify the amounts are correct.",
hlthcr,5. How It All Connects,Q-CRS-023,tf,The Electronic Remittance Advice (ERA) is sent from the provider to the payor to explain why a claim was submitted.,,,,,,,False,"The ERA (HIPAA 835 transaction) is sent from the payor to the provider, not the other way around. It details payment amounts, adjustments, and denial reasons.",
hlthcr,5. How It All Connects,Q-CRS-024,tf,"For in-network services, a provider generally cannot bill the patient beyond the allowed amount set by the health plan.",,,,,,,True,"In-network providers have agreed to accept the health plan's allowed amount as the maximum charge. The patient may owe cost-sharing (co-pay, coinsurance, deductible) but not charges above the allowed amount.",
hlthcr,5. How It All Connects,Q-CRS-025,tf,A provider's NPI number changes whenever the provider moves to a new state or changes specialties.,,,,,,,False,"The NPI is permanent and does not change based on location, specialty, or any other provider attribute. It is a permanent, intelligence-free identifier.",
hlthcr,5. How It All Connects,Q-CRS-026,tf,"Protected health information (PHI) includes any data that relates to a person's health condition, care received, or payment for care, and that can identify the individual.",,,,,,,True,"PHI is defined as individually identifiable health information that relates to a person's health condition, care received, or payment for that care.",
hlthcr,5. How It All Connects,Q-CRS-027,tf,"Under HIPAA, a covered entity must always obtain written patient authorization before sharing PHI for treatment purposes.",,,,,,,False,"Under HIPAA, covered entities may share PHI without patient authorization for treatment, payment, and health care operations (TPO).",
hlthcr,5. How It All Connects,Q-CRS-028,tf,"Under HIPAA, patients have the right to access and obtain copies of their own health records from a covered entity.",,,,,,,True,HIPAA gives patients the right to access and obtain copies of their health records from any covered entity within 30 days of request.,
hlthcr,5. How It All Connects,Q-CRS-029,tf,A clearinghouse sends claims directly to patients for review before forwarding them to the health plan.,,,,,,,False,A clearinghouse is an intermediary between providers and health plans. It converts transactions into HIPAA-standard formats and forwards them to the health plan — patients are not part of this process.,
hlthcr,5. How It All Connects,Q-CRS-030,tf,ASC X12 Version 5010 is the current HIPAA-adopted standard format for electronic healthcare transactions.,,,,,,,True,"ASC X12 Version 5010 is the HIPAA-adopted standard used by providers, payors, and clearinghouses nationwide for electronic transactions.",
hlthcr,5. How It All Connects,Q-CRS-031,tf,HIPAA mandates standard electronic formats for claims submission but does not standardize eligibility verification or remittance advice transactions.,,,,,,,False,"HIPAA's Administrative Simplification provisions standardize multiple transaction types including claims (837), remittance advice (835), eligibility verification (270/271), claim status (276/277), and referral authorization (278).",
hlthcr,5. How It All Connects,Q-CRS-032,tf,Providers can verify a patient's insurance eligibility before providing care by sending an electronic eligibility inquiry to the health plan.,,,,,,,True,Providers can send a HIPAA 270 transaction to the health plan before or at the time of service to verify coverage and benefits.,
hlthcr,5. How It All Connects,Q-CRS-033,tf,"Each health plan requires a unique, plan-specific data format for electronic claims, making it impossible for one provider to submit to multiple plans using the same format.",,,,,,,False,"Standardized transaction formats allow any provider to submit a claim to any health plan using the same data structure, enabling interoperability across the healthcare system.",
hlthcr,5. How It All Connects,Q-CRS-034,tf,"An Explanation of Benefits (EOB) shows provider charges, allowed charges, the amount the insurer paid, and what the patient owes.",,,,,,,True,"The EOB is a document sent by the health plan to the patient after a claim is processed, showing all of these amounts.",
hlthcr,5. How It All Connects,Q-CRS-035,mc,Who initiates a claim in the basic healthcare claims flow?,The patient submits the claim to the health plan,The provider submits the claim to the payor after delivering care,The payor generates the claim automatically when care is delivered,The clearinghouse creates the claim on behalf of the patient,,,B,"In the standard claims flow, the provider submits a claim to the payor after the patient receives care.",
hlthcr,5. How It All Connects,Q-CRS-036,mc,What method do providers primarily use to submit claims to payors under HIPAA?,Paper forms mailed through the postal service,Electronic submission using HIPAA-standard transaction formats,Verbal communication over the telephone,Faxed copies of the patient's medical record,,,B,HIPAA requires providers to submit claims electronically using standard transaction formats.,
hlthcr,5. How It All Connects,Q-CRS-037,mc,Which of the following is checked during the automated edits performed on an incoming claim?,The provider's personal credit score,Whether the patient has paid all previous medical bills,"Completeness of claim data, valid values, and duplicate submissions",Whether the patient's employer has approved the visit,,,C,"Automated edits check for completeness, valid values, data consistency, duplicate submissions, and provider/beneficiary eligibility.",
hlthcr,5. How It All Connects,Q-CRS-038,mc,What happens to a claim before it reaches the adjudication stage?,It is sent to the patient for approval,It undergoes automated edits that check for completeness and eligibility,It is published in a public database for transparency,It is forwarded to a government agency for pre-approval,,,B,"Before adjudication, automated edits verify completeness, valid values, data consistency, duplicate status, and beneficiary eligibility.",
hlthcr,5. How It All Connects,Q-CRS-039,mc,"What does it mean when a healthcare claim is ""rejected""?",The payor has determined the service is not covered under the patient's plan,The claim is returned to the provider for correction and may be resubmitted,The patient must appeal the decision to a government agency,The provider must refund the patient in full,,,B,"A rejected claim is returned to the provider for correction, typically because of errors or missing information, and can be resubmitted.",
hlthcr,5. How It All Connects,Q-CRS-040,mc,What is one reason a claim might be denied after adjudication?,The claim form was submitted using the correct HIPAA format,The service is not covered under the patient's health plan,The provider included a valid NPI on the claim,The patient's eligibility was verified before the visit,,,B,A claim may be denied if the service is not covered or does not meet policy requirements.,
hlthcr,5. How It All Connects,Q-CRS-041,mc,When can a provider send an eligibility inquiry (270 transaction) to a health plan?,Only after the claim has been denied,Only during the annual open enrollment period,Before or at the time of service,Only after the patient has been discharged from the hospital,,,C,Providers can verify eligibility before or at the time of service by sending a HIPAA 270 transaction to the health plan.,
hlthcr,5. How It All Connects,Q-CRS-042,mc,What type of information is included in a real-time eligibility response from a health plan?,The provider's tax return information,"Deductible, co-pay, and coinsurance details",A list of all claims the patient has ever filed,The patient's complete medical history,,,B,"Since 2013, HIPAA operating rules require real-time responses that include deductible, co-pay, and coinsurance information.",
hlthcr,5. How It All Connects,Q-CRS-043,mc,Why must every healthcare claim pair a diagnosis code with a procedure code?,To satisfy the provider's internal record-keeping requirements only,"To link the clinical reason for care to the service performed, supporting the payor's reimbursement decision",To allow the patient to choose their preferred treatment option,To ensure the clearinghouse can assign an NPI to the claim,,,B,"The diagnosis code (ICD-10-CM) explains why care was needed, and the procedure code (CPT/HCPCS) describes the service performed; together they link clinical documentation to reimbursement.",
hlthcr,5. How It All Connects,Q-CRS-044,mc,What happens when a provider submits a claim without a valid ICD-10-CM diagnosis code?,The payor processes the claim using a default diagnosis code,The claim is returned to the provider as incomplete and will not be processed,The clearinghouse assigns a diagnosis code automatically,The patient is contacted to provide the diagnosis information,,,B,A claim without a valid ICD-10-CM diagnosis code is returned as incomplete and will not be processed for payment.,
hlthcr,5. How It All Connects,Q-CRS-045,mc,How do payors use the diagnosis code on a claim?,To assign the patient a primary care physician,To determine whether the procedure is medically necessary for the reported condition,To calculate the provider's annual income,To schedule the patient's next appointment,,,B,Payors use the diagnosis code to determine medical necessity — whether the diagnosis supports the procedure according to coverage policy.,
hlthcr,5. How It All Connects,Q-CRS-046,mc,Who receives the Explanation of Benefits (EOB)?,The clearinghouse,The provider's billing department,The patient (or subscriber),The employer's human resources department,,,C,The EOB is sent by the health plan to the patient after a claim is processed.,
hlthcr,5. How It All Connects,Q-CRS-047,mc,Which of the following pieces of information appears on an Explanation of Benefits (EOB)?,The provider's NPI application date,The allowed charges and the amount the insurer paid,The patient's complete prescription history,The clearinghouse's processing fee,,,B,"An EOB shows provider charges, allowed charges, the amount the insurer paid, and what the patient owes.",
hlthcr,5. How It All Connects,Q-CRS-048,mc,Who sends the Electronic Remittance Advice (ERA) and who receives it?,The patient sends it to the provider,The provider sends it to the payor,The payor sends it to the provider,The clearinghouse sends it to the patient,,,C,"After adjudication, the payor sends an ERA (HIPAA 835 transaction) to the provider detailing payment, adjustments, and denial reasons.",
hlthcr,5. How It All Connects,Q-CRS-049,mc,What information does an Electronic Remittance Advice (ERA) include?,The patient's treatment plan and medication list,"Payment amount, adjustments, and reasons for any denials",The provider's malpractice insurance details,A referral to a specialist for follow-up care,,,B,"The ERA details the payment amount, adjustments, and reasons for any denials after claim adjudication.",
hlthcr,5. How It All Connects,Q-CRS-050,mc,"What is the ""allowed amount"" in healthcare reimbursement?",The total charge the provider bills before insurance processing,The maximum amount a health plan will pay for a covered service,The amount the patient pays as a monthly premium,The amount charged by the clearinghouse for processing the claim,,,B,The allowed amount is the maximum the health plan will pay for a covered service. The provider may bill the patient for cost-sharing but generally not above the allowed amount for in-network services.,
hlthcr,5. How It All Connects,Q-CRS-051,mc,"After the health plan pays its share of the allowed amount, what may the patient still owe for an in-network service?",The full billed charge from the provider,"Co-pay, coinsurance, or deductible amounts",The clearinghouse processing fee,A penalty for using an in-network provider,,,B,"The patient may owe cost-sharing amounts such as co-pay, coinsurance, or deductible, but not charges above the allowed amount for in-network services.",
hlthcr,5. How It All Connects,Q-CRS-052,mc,What does a healthcare clearinghouse do with claims it receives from providers?,Diagnoses the patient's condition and updates the claim,Converts the claims into HIPAA-standard electronic formats and forwards them to the health plan,Stores the claims permanently and does not forward them,Returns the claims to the patient for verification,,,B,"A clearinghouse receives claims from providers, converts them into HIPAA-standard formats, and forwards them to the appropriate health plan.",
hlthcr,5. How It All Connects,Q-CRS-053,mc,Why might a provider use a clearinghouse instead of submitting claims directly to each health plan?,Clearinghouses provide medical care that the provider cannot,"Clearinghouses convert claims into the correct standard format for each plan, simplifying submission",Clearinghouses are required to approve all claims before payors can process them,Clearinghouses eliminate the need for diagnosis and procedure codes,,,B,"Clearinghouses serve as intermediaries that translate and format claims into HIPAA-standard formats, making it easier for providers to submit to multiple health plans.",
hlthcr,5. How It All Connects,Q-CRS-054,mc,Which of the following are the three types of HIPAA covered entities?,"Hospitals, pharmacies, and laboratories","Health plans, health care providers who transmit transactions electronically, and clearinghouses","Medicare, Medicaid, and commercial insurers","Patients, employers, and government agencies",,,B,"The three HIPAA covered entity types are health plans, health care providers who transmit transactions electronically, and clearinghouses.",
hlthcr,5. How It All Connects,Q-CRS-055,mc,"What does it mean that the NPI is ""intelligence-free""?",It does not require a computer to look up,"It carries no information about the provider's specialty, location, or type",It is automatically generated without human review,It expires and must be renewed every 10 years,,,B,"The NPI is intelligence-free, meaning the number itself carries no information about the provider's location, specialty, or type — it is purely a unique identifier.",
hlthcr,5. How It All Connects,Q-CRS-056,mc,On which types of transactions must the NPI appear?,Only on paper claims,Only on claims for Medicare patients,"All electronic claims, eligibility inquiries, and other HIPAA transactions",Only on transactions processed by clearinghouses,,,C,"The NPI must appear on all electronic claims, eligibility inquiries, and other HIPAA transactions.",
